ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR010762,Selling Toyota Vios 2018 Manual Gasoline in Mandaue,530000,Toyota,Vios,2018,Yes,Manual,Red,26000,Saloon / Sedan,,"Manual Transmission 1.3 E 26t kms First owned Cebu unit All power Very well maintained Very fresh in &amp; out! Dual airbags Touchscreen headunit Super cool AC In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history PRICE IS NEGOTIABLE UPON CHECKING ONLY Downpayment: ₱163,500.00 Monthly Ammortization: 1 Year: ₱35,606.67 2 Years: ₱19,710.83 3 Years: ₱14,412.22 FAST &amp; EASY FINANCING OPEN FOR TRADE IN",Cinco Alas,Dealer,Gasoline,Mandaue,10/07/2019,ToyotaVios,662000,22
CAR011412,Toyota Vios 2018 Automatic Gasoline for sale in Mandaue,525000,Toyota,Vios,2018,Yes,Automatic,Red,26000,Saloon / Sedan,,"2018 Toyota Vios 1.3 E MT Manual Transmission 26,000kms odometer Cebu Unit / First Owned All Powers Well Maintained Touchscreen LCD",Clau Cleo,Dealer,Gasoline,Mandaue,06/07/2019,ToyotaVios,662000,26
CAR004438,2nd Hand Kia Rio 2015 for sale in Cebu City,290000,Kia,Rio,2015,Yes,Manual,Red,27000,Saloon / Sedan,,"- Kia Rio 2015 model - 1.4 XE M/T gasoline - Mileage is 27,000 Casa maintained Casa records All power All original Very well kept Very fresh in and out",Herbie Rabadon,Individual,Gasoline,Cebu City,29/06/2019,KiaRio,1018000,33
CAR004455,Selling Used Kia Rio 2015 in Lapu-Lapu,300000,Kia,Rio,2015,Yes,Manual,Red,27000,Saloon / Sedan,,"FOR SALE! 300K( first owner) negotiable MODEL: 2015 KIA RIO 1.4 EX M/T MILEAGE: 27,000 Casa maintained Casa records All power All original Very well kept Very fresh in and out",Genechel,Individual,Gasoline,Lapu-Lapu,28/06/2019,KiaRio,1018000,34
CAR004664,White Jeep Wrangler 2016 at 27000 km for sale,2000000,Jeep,Wrangler,2016,Yes,Automatic,White,27000,SUV,,"This White Jeep Wrangler jk 2016 is sure to sell quickly with a pricetag of ₱2000000. With an Automatic transmission system and a mileage of 27000km on the clock, you are sure to have many safe and happy driving years ahead",van tan,Individual,Gasoline,Cebu City,10/07/2019,JeepWrangler,3390000,22
CAR005225,Selling Hyundai Eon 2016 Manual Gasoline at 27000 km in Mandaue,275000,Hyundai,Eon,2016,Yes,Manual,Blue,27000,Hatchback / Wagon,,2016 Hyundai Eon glx first owner 27t kms mileage complete papers good running condition updated registration,Jundrel Alonzo,Individual,Gasoline,Mandaue,14/07/2019,HyundaiEon,508000,18
CAR009424,Selling 2nd Hand Hyundai Accent 2015 Hatchback in Mandaue,398000,Hyundai,Accent,2015,Yes,Manual,Red,27000,Saloon / Sedan,,"Hyundai Accent hatchback crdi 2015 Diesel engine Manual trans All power 27k mileage only 398,000 Accepts trade in/ financing loan Call:txt09173217929/09338162882",car sales,Dealer,Diesel,Mandaue,28/06/2019,HyundaiAccent,790000,34
CAR013767,Toyota Fortuner 2014 for sale,1188000,Toyota,Fortuner,2014,Yes,Automatic,Black,27000,SUV,,Toyota Fortuner 2014 Automatic Used for sale. The Toyota Fortuner runs on Diesel and has a promo price of PHP 1188000. .,BMW Dealer Cebu,Dealer,,Cebu City,31/05/2019,ToyotaFortuner,1607000,62
CAR014317,Toyota Vios 2016 for sale,475000,Toyota,Vios,2016,Yes,Manual,Silver,27000,Saloon / Sedan,,"Toyota Vios 2016 Manual E Used for sale. The Toyota Vios runs on Gasoline and has a promo price of PHP 475000. This is a bargain you cannot afford to miss, so get in touch today.&nbsp;",BMW Dealer Cebu,Dealer,,Cebu City,24/04/2019,ToyotaVios,662000,99
CAR016860,2016 Jeep Wrangler 3.6 4x4 AT,2000000,Jeep,Wrangler,2016,Yes,Automatic,White,27000,SUV,3.6 4x4,"The 2016 Jeep Wrangler with an Automatic transmission is for sale in Philippines. This vehicle runs on Gasoline engine and is priced at 2000000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:
Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Lu Will,Individual,Gasoline,Cebu,19/06/2019,JeepWrangler,3390000,43
CAR014167,Toyota Avanza 2016 E AT for sale,628000,Toyota,Avanza,2016,Yes,Automatic,Silver,27168,MPV / AUV,,Toyota Avanza 2016 Automatic Used for sale. The Toyota Avanza runs on Gasoline and has a promo price of PHP 628000. . &nbsp;,BMW Dealer Cebu,Dealer,,Cebu City,05/05/2019,ToyotaAvanza,731000,88
CAR000767,2014 Mitsubishi Lancer Ex Automatic for sale in Talisay,630000,Mitsubishi,LancerEx,2014,Yes,Automatic,,28000,Saloon / Sedan,GT-A,"Rush Sale! Repriced from 695k! Now only 630k! 2014 Mitsubishi Lancer EX GT-A Top of the line Superb condition Cebu unit 28k mileage Rarely used - extra car Pulsar red color Well maintained Powerful &amp; efficient 2.0L DOHC MIVEC engine Smooth shifting matic trans w/ magnesium paddle shifters Side skirts Rear GT wing Stock 18” wheels 4 wheel disc breaks HID headlamps 3M tint Keyless entry &amp; alarm Pristine interior Leather seats 7 airbags ABS Brake assist Stock Rockford Fosgate sound system 8 speakers + 1 subwoofer Dual guage cluster w/ multi-information display Ice cold aircon Complete, clean &amp; updated papers Absolutely Worry free! 630k Only! Negotiable upon viewing See to appreciate 09173708618",jlp1509,Individual,Gasoline,Talisay,12/07/2019,MitsubishiLancerEx,0,20
CAR000919,Chevrolet Trailblazer 2015 for sale,918000,Chevrolet,Trailblazer,2015,Yes,Automatic,Grey,28000,SUV,,Chevrolet Trailblazer 2015 Automatic LTZ Used for sale. The Chevrolet Trailblazer runs on Diesel and has a promo price of PHP 918000.,BMW Dealer Cebu,Dealer,Diesel,Cebu City,23/04/2019,ChevroletTrailblazer,1618888,100
CAR004866,Selling 2nd Hand Isuzu Mu-X 2016 Automatic Diesel at 28000 km in Mandaue,998000,Isuzu,Mu-X,2016,Yes,Automatic,Brown,28000,SUV,,"Automatic Transmission 28t Kms First Owned Cebu Unit Leather Seats Push Start Touchscreen Headunit Dual Airbags Clean Inside &amp; Out Super Cold Aircon In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history Downpayment: ₱299,400.00 Monthly Ammortization: 1 Year: ₱65,202.67 2 Years: ₱36,094.33 3 Years: ₱26,391.56 FAST &amp; EASY FINANCING OPEN FOR TRADE IN",Cinco Alas,Dealer,Diesel,Mandaue,03/07/2019,IsuzuMu-X,1268000,29
CAR006752,Selling Mitsubishi Lancer Ex 2014 Automatic Gasoline in Cebu City,595000,Mitsubishi,LancerEx,2014,Yes,Automatic,Red,28000,Saloon / Sedan,,"Rush Sale! Repriced from 695k to 595k! 2014 Mitsubishi Lancer EX GTA, Top of the line Superb condition, Cebu unit 28k mileage, Rarely used-extra car Pulsar red color, Well maintained Powerful &amp; efficient 2.0L DOHC MIVEC engine Smooth shifting matic trans, w/ magnesium paddle shifters Side skirts, Rear GT wing Stock 18” wheels, 4 wheel disc breaks HID headlamps, 3M tint Keyless entry &amp; alarm, Pristine interior Leather seats, 7 airbags ABS, Brake assist Stock Rockford Fosgate sound system 8 speakers+1 subwoofer Dual guage cluster w/ multi-information display Ice cold aircon, Complete, clean &amp; updated papers Absolutely Worry free! 595k Only! Negotiable on viewing See to appreciate 09173708618",ace,Dealer,Gasoline,Cebu City,09/07/2019,MitsubishiLancerEx,0,23
CAR008262,2016 Nissan Juke for sale,700000,Nissan,Juke,2016,Yes,Automatic,Black,28000,SUV,,"2016 Nissan Juke Black Obsidian -Gasoline  -Casa maintained : Nissan NRA -updated service records: change oil, check up, etc -registered 2019 -new battery : All batteries  -newly replaced break sensor: Nissan NRA -upgraded to leather seats -low mileage : 28k odo -tires used for 15,000 km *has minor scratches around the body *has minor scratches inside luggage compartment *has scratches on rims Message for more photos, limited mb Contact seller for viewing: 09176217441",Franz Josef Olea,Individual,Gasoline,Cebu City,22/04/2019,NissanJuke,1021000,101
CAR012285,2nd Hand Toyota Innova 2016 Automatic Diesel for sale in Mandaue,880000,Toyota,Innova,2016,Yes,Automatic,White,28000,MPV / AUV,,"Toyota Innova 2.5V Series 2016, D4d Diesel Engine, automatic transmission, 28K mileage, top of the the line, Cebu unit, 1st owned, casa maintained, nothing to fix very fresh in &amp; out Contact me: 0.9.1.7.7.7.7.0.0.2.4. Selling Price: P 880,000 Neg",Kram,Individual,Diesel,Mandaue,28/06/2019,ToyotaInnova,1025000,34
CAR012457,Toyota Vios 2015 Manual Gasoline for sale in Lapu-Lapu,450000,Toyota,Vios,2015,Yes,Manual,Red,28000,Saloon / Sedan,,"Toyota Vios 1.3J MT 2015 Model Acquired &amp; Start of Use: December 2015 Tedhnically used for 3.5 years Odometer: 28K Casa Maintained With Built-In Alarm System New Tires and Battery City Driving Only No major accidents encountered Registered for 2019 Gwapa ug hamis pa siya liwat sa tag-iya If interested, please contact Jun at 09178748015. Thank you.",Jun P,Individual,Gasoline,Lapu-Lapu,28/06/2019,ToyotaVios,662000,34
CAR009280,Selling Mazda 2 2014 Automatic Gasoline in Cebu City,350000,Mazda,2,2014,Yes,Automatic,Silver,28711,Saloon / Sedan,,In top Most condition Top Of The Line Nothing to fix Well maintained Very clean in and out Very cold aircon Ver low mileage Very fuel efficient Very thick tires 17 inches rims With fog lights Newly changed break pads Updated registration Automatic trnasmission Tested long drive Key less entry Central locking Updated registration Cebu unit Very negotiable for sure buyers only,Mark,Individual,Gasoline,Cebu City,22/06/2019,Mazda2,850000,40
CAR009173,Selling Mazda Cx-7 2010 at 28789 km in Cebu,480000,Mazda,Cx-7,2010,Yes,Automatic,Silver,28789,SUV,,"This 2010 Mazda CX-7 2.5L FWD Crossover could be yours for just P480,000.00. This particular CX-7 features a 2.5L Gasoline engine, paired with an Automatic transmission and has got 28,789 km on the clock. On the inside the vehicle features Leather Upholstery, Power Windows, Integrated AM/FM/CD/AUX/USB entertainment system and Automatic Climate Control.",Nissan Intelligent Choice Cebu,Individual,Gasoline,Cebu City,05/07/2019,MazdaCx-7,0,27
CAR011200,2nd Hand Toyota Wigo 2014 for sale in Talisay,375000,Toyota,Wigo,2014,Yes,Manual,Blue,29000,Hatchback / Wagon,,"Selling Toyota Wigo In GOOD CONDITION, No hidden defects, Okay pa kaayo 29k ODO For those interested just txt me in my cp number Puyd ra nmo matan aw sa personal pra maapreciate og matest drive Location: Mandaue City tnk u",rayray,Individual,Gasoline,Talisay,08/07/2019,ToyotaWigo,557000,24
CAR015553,2014 Honda City 1.3 MT,430000,Honda,City,2014,Yes,Manual,Red,29000,Saloon / Sedan,1.3,"Honda city 2013 yr model Manual tranny Complete orig docs first owner Lady driven Newly washover paint Newly changed tires 29k odo reading 430k Call/txt 

The 2014 Honda City with an Manual transmission is for sale in Philippines. This vehicle runs on Gasoline engine and is priced at 430000. You will be hard pressed to find better value for your money elsewhere. This is a bargain you cannot afford to miss, so get in touch today.

If you are interested to inquire on this listing just send a message using the contact seller form found on this page or call the seller directly. Please mention Carmudi when you contact the seller.

SAFETY REMINDERS:
NEVER SEND MONEY in any form (bank or wire transfer) for a vehicle you have not physically seen.
NEVER PROVIDE PERSONAL INFORMATION
VERIFY THE SELLER'S IDENTITY and VEHICLE INFORMATION
      Other tips:
Do not transact over e-mail
Schedule a mechanic visit : Click here
Check this link for more safety information: https://www.carmudi.com.ph/journal/car-buying-scams-5-ways-avoid-becoming-victim/ 
Disclaimer:

Vehicles in the listings are not owned by Carmudi.com.ph. Thus, all transactions done will be between the buyer and the third-party seller only.

Carmudi.com.ph either collects the images and vehicle specifications or uses the information given by its clients. Although considered accurate at the time of publication, take note that the information in the listings may change without prior notice, as Carmudi.com.ph regularly updates them.

We encourage you to report any inaccuracies by clicking the Report Listing button found on this page.",Reg Bacalde,Individual,Gasoline,Cebu,17/07/2019,HondaCity,828000,15
CAR000143,Selling White Chevrolet Cruze 2012 Automatic Gasoline at 30000 km,350000,Chevrolet,Cruze,2012,Yes,Automatic,White,30000,Saloon / Sedan,,Chevrolet Cruze 2012 LT FRESH Chevy Cruze TOP OF THE LINE Automatic Transmission Smooth Shifting Perfect Shifting (below 2krpm shifting) 4 cylinder 1.8 Engine Very powerful yet fuel efficient ALL POWER Features Solid Suspension VERY THICK TIRES 90-95% Threadlife Leather sets ICE COLD AIRCON FRESH IN AND OUT Smooth and Shiny Paint Intact Interior LOW MILEAGE 30k Original Mileage CASA MAINTAINED Complete Papers NEWLY REGISTERED 2019 Original OR CR Ready for transfer FRESH INSIDE AND OUT Smells and Feels like new VERY WELL MAINTAINED Cebu City Only available for Financing . Available for others but Cash only no free shipping.,Nissan Intelligent Choice Cebu,Individual,,Cebu City,15/07/2019,ChevroletCruze,858888,17
CAR001296,Selling Ford Everest 2016 Automatic Diesel in Cebu City,920000,Ford,Everest,2016,Yes,Automatic,Red,30000,SUV,,Ford Everest 2016 Diesel automatic 4x2 Ambient 2.2 engine 30k mileage,Jay,Individual,Diesel,Cebu City,10/07/2019,FordEverest,1581000,22
CAR001698,Red Ford Everest 2016 at 30000 km for sale,1800000,Ford,Everest,2016,Yes,Automatic,Red,30000,SUV,,Model: Everest 3.2 Titanium Premium 4x4 30000 Kilometers Mileage First owned Cebu unit Very good running condition Good as new Ford Casa Maintained All original No issues,Shan Soriano,Individual,Diesel,Cebu City,03/07/2019,FordEverest,1581000,29
CAR002277,Selling 2nd Hand Ford Explorer 2012 Automatic Gasoline at 30000 km in Mandaue,850000,Ford,Explorer,2012,Yes,Automatic,White,30000,SUV,,Ford Explorer xlt 3.0 4cylinder gas at 4x2 ecoboost engine full option top of the line series loaded accept trade in and financing visit us albaautosales corner kalderohan casuntingan road maguikay mandaue city inside albaservitech pls call 2323784/09776110114 look for ann or gem pm us for more info and units open monday to saturday 8am to 6pm,Alba Autosales,Dealer,Gasoline,Mandaue,18/06/2019,FordExplorer,2798000,44
CAR003107,White Honda Cr-V 2013 at 30000 km for sale,738000,Honda,Cr-V,2013,Yes,Automatic,White,30000,SUV,,"^^^ Honda CR-V 2013 a/t ^^^ - 2013 1st owner Cebu unit Lady driven Honda CRV Automatic Top Variant - Very Seldom use running only 30T kms plus ! - All time favorite Honda CRV w/ Automatic Transmission - TOP OF THE LINE VARIANT - All Power Options w/ Honda’s Pride Fuel Efficient &amp; Powerful i-Vtec Variable Timing Injection Engine - Loaded w/ Touchscreen DVD &amp; in dash Dolby Surround Stereo system w/ built in Equalizer - Factory Original Leather Seats - 2 set of SRS Airbag &amp; ABS Brake system 4 more Safety Driving - Alloy Magwheels, Chrome Accessories Very Low Mileage &amp; SuperKinis original Paint Good Running Condition, Test Drive to Appreciate BEST ! PRICE : 738,000 negotiable! Ok Financing 12 - 36 months payable 30% downpayment, 3 days Easy Loan Process Contact Look for Jayr",Jayr Salomon,Individual,,Lapu-Lapu,04/07/2019,HondaCr-V,1668000,28
CAR004163,2004 Audi A6 for sale in Consolacion,280000,Audi,A6,2004,Yes,Automatic,Beige,30000,Hatchback / Wagon,,"Audi 2004 automatic, nothing to fix. 30k milage. Helping a friend. For faster transction call or tx. Im not always online",carl,Dealer,Gasoline,Consolacion,09/07/2019,AudiA6,0,23
CAR004250,2nd Hand Kia Picanto 2015 at 30000 km for sale in Lapu-Lapu,269000,Kia,Picanto,2015,Yes,Manual,Red,30000,Hatchback / Wagon,,"2015 Kia Picanto Manual First owner Lady driven Low mileage 30kplus All original All stock Original shiny paint All power (windows, steering, and mirrors) Original Pioneer stereo No leak engine guaranteed with fog lights installed with chromed rain visor ENGINE Perform like new Absolutely worry free condition Complete original legal papers Price: 269k only ACCEPT FINANCING thru asialink or any other financing company Villa marina pajac TO GOD BE THE GLORY AND HONOR ALONE!",kath,Individual,Gasoline,Lapu-Lapu,11/07/2019,KiaPicanto,590000,21
